railroad,incdtno,year,month,day,timehr,timemin,ampm,type,carshzd,station,state,temp,visiblty,weather,trnspd,typspd,tons,trkclas,typtrk,loadf1,emptyf1,cause,acctrk,acctrkcl,highspd,accdmg,stcnty,totinj,totkld,enghr,cdtrhr,jointcd,region,year4,county,cntycd,narr1,narr2,narr3,latitude,longitud
WTNN,221,22,4,14,10,50,PM,1,0,CORINTH,28,52,4.0,1.0,4,E,0,X,3.0,7,1,T402,3.0,X,4,0,28C003,0,0,3.0,3.0,1,3,2022,ALCORN,3,THE CUT OF CAR WHERE PULLED OVER A JOINT THAT IS IN A GRAVEL CROSSING.  THE FLANGE OF THE 2ND TO LAS,T CAR WALKED UP OVER GRAVEL AND WALKED OFF THE RAIL.  THE DERAILED CAR WAS PULLED 230 FEET PASS THE,DERAIL SITE,34.939272,-88.511924
IC,1103241,22,5,20,12,10,PM,7,0,FLOWOOD,28,91,2.0,1.0,10,E,676,2,1.0,0,3,M302,1.0,2,10,19869,28C121,0,0,2.0,2.0,1,3,2022,RANKIN,121,SEMI TRUCK OPERATOR FAILED TO YIELD AND WAS STRUCK BY TRAIN. NO INJURIES WERE REPORTED.,,,32.288337,-90.146705
CAGY,CAG980422,22,6,22,12,30,PM,1,0,GREENWOOD,28,101,2.0,1.0,6,E,780,1,1.0,38,12,T314,1.0,1,6,40708,28C083,0,0,7.0,7.0,1,3,2022,LEFLORE,83,"WHILE SHOVING 50 CARS INTO THE GREENVILLE YARD LINES 40-43 (3 CARS) DERAILED AT THE SWITCH.
8-30-22","REVISED BLOCK 52:  NARRATIVE FOR BLOCK 30 - THIS IS A YARD TRACK IN YARD LIMITS.
2-20-23 REVISED 3","6, 37",33.501887,-90.238136
NS,145042,22,2,26,8,15,PM,7,0,THOMASVILLE,37,41,4.0,3.0,0,,0,4,1.0,0,0,M302,1.0,4,75,11778,37C057,0,0,,,2,3,2022,DAVIDSON,57,AMTRAK TRAIN 78(26) STRUCK A CAR AT A HWY-GRADE CROSSING.,,,35.889852,-80.066649
ATK,173229,22,12,27,8,45,AM,7,0,LEXINGTON,37,24,2.0,1.0,66,E,0,4,1.0,0,0,M308,1.0,5,66,16573,37C057,0,0,5.0,5.0,2,3,2022,DAVIDSON,57,"GRADE CROSSING: TRAIN 73(27) WITH E/NC1871, E/NC103 AND 4 CARS AND 42 PASSENGERS ON BOARD REPORTED S",TRIKING A TRACTOR TRAILER AT MP 318 ON THE NS MONTVIEW-SALISBURY SUBDIVISION. DRIVER OF TRACTOR TRAI,LER WAS NOT INJURED. HIGHWAY USER AGE IS UNKNOWN.,35.808676,-80.269181
CSX,206783,22,8,20,1,8,AM,9,0,FAYETTEVILLE,37,71,4.0,3.0,15,E,10248,3,1.0,74,77,M402,1.0,3,15,33015,37C051,0,0,8.0,8.0,1,3,2022,CUMBERLAND,51,M40119 STRUCK AN UNOCCUPIED VEHICLE THAT HAD TRESPASSED AND WAS STUCK ON THE TRACK. UPON PLACING THE,TRAIN IN EMERGENCY CREW DERAILED THE 91ST CAR ARUX 4506. DRIVER OF THE VEHICLE WAS FOUND TO BE INTO,XICATED AND WAS ARRESTED ON THE SCENE.,35.058455,-78.883177
CSX,206965,22,8,30,9,35,AM,1,0,MONROE,37,79,2.0,4.0,5,R,1800,1,2.0,18,0,H704,2.0,1,5,182180,37C179,0,0,2.0,2.0,1,3,2022,UNION,179,L65530 DERAILED 4 CARS WHILE SWITCHING AT SE MONROE YARD.,,,34.984837,-80.548089
NS,151553,22,11,25,3,30,AM,1,0,GREENSBORO,37,46,4.0,3.0,5,E,0,1,2.0,3,0,H306,2.0,1,5,25148,37C081,0,0,5.0,5.0,1,3,2022,GUILFORD,81,NS TRAIN 25AP224 DERAILED 3 CARS IN POMONA YARD ON THE RAIL HIGHWAY LEAD WHILE TRAVERSING SOUTH AFTE,R MAKING THEIR SET OFF.,,36.059098,-79.845507
UP,0722GL027,22,7,26,11,20,AM,1,0,FREMONT,31,74,2.0,2.0,8,R,1381,1,2.0,9,5,T111,2.0,1,8,14735,31C053,0,0,4.0,4.0,1,6,2022,DODGE,53,"LNV07-26 CREW WAS SHOVING A CUT OF CARS INTO THE BNSF TRANSFER TRACK, WHEN 4 CARS IN THE MIDDLE OF T",HE CUT DERAILED. THERE WERE NO RELEASES AND NO INJURIES. **BNSF MAINTAINS TRACK. BNSF TRACK DAMAGE =,$0 **,41.430759,-96.503987
UP,0722GP010,22,7,16,9,32,AM,1,0,NORTH PLATTE,31,78,2.0,2.0,7,E,9144,2,2.0,63,56,T111,2.0,2,7,375258,31C111,0,0,3.0,,1,6,2022,LINCOLN,111,"WHILE PULLING A CUT BACK ON THE SOUTH PULLBACK, THE YNP07R-16 DERAILED 10 CARS ABOUT 100 CARS DEEP I",N THEIR CUT DUE TO TRACK ISSUE.,,41.153003,-100.834735
UP,0722GP016,22,7,25,11,25,AM,12,0,NORTH PLATTE,31,68,2.0,2.0,4,E,3112,1,2.0,70,35,H017,2.0,1,4,51519,31C111,0,0,2.0,2.0,1,6,2022,LINCOLN,111,MNPHK-25 BEGAN TO DOUBLE OVER FROM TRACK 293 TO 292 IN THE WEST RUN THROUGHS. THEY MISTAKENLY SET TH,"E DPU TO FTE, WHICH CAUSED THE CUT IN 292 TO BEGIN TO PULL OUT AT THE SAME TIME THAT HE WAS PULLING","OUT THE HEAD END PORTION OF THE TRAIN, ULTIMATELYRUNNING INTO THE SIDE OF HIS OWN TRAIN, DERAILING 1",41.15415,-100.842738
UP,0422GP015,22,4,19,6,0,AM,12,0,NORTH PLATTE,31,40,1.0,2.0,3,E,275,2,2.0,2,0,M407,2.0,2,11,28142,31C111,0,0,7.0,,1,6,2022,LINCOLN,111,"LOADED SYRUP CAR UTLX600874 WAS HUMPED INTO BOWL 30 AT 05:55, AT 5MPH OVER REQUESTED SPEED. AT 06:00",ADMX62012 WAS HUMPED INTO BOWL 30 ALONG WITH MBKX190070 AT A SPEED OF 17.4 VS. A REQUESTED OF 8.32.,"ADMX62012 SUSTAINED DAMAGE TO THE A END OF THE CAR. NO DERAILMENT, CAUSE BELIEVED TO BE CONTAMINATE",41.150696,-100.812498
PATH,10202202,22,10,24,1,34,AM,2,0,HARRISON,34,57,4.0,3.0,8,E,0,1,2.0,0,0,H211,2.0,1,8,41854,34C017,0,0,3.0,,1,1,2022,HUDSON,17,ON 10/24/2022 AT APROXIMATELY 1:34 AM A HARD COUPLE OCCURED. A YARD SWITCHMAN WAS OPERATING A SEVEN,CAR PA5 CONSIST (5797-5710-5201-5674-5646-5689-5635) WAS IMPROPERLY FLAGGED INTO TRACK 8 IN HARRISON,YARD TO COUPLE WITH STANDING CARS (5668-5186-5756-5144-5698). THROUGH AN INVESTIGATION IT WAS CONFI,40.741153,-74.141831
ATK,172181,22,9,28,10,0,AM,1,0,TRENTON,34,50,2.0,1.0,0,,0,4,1.0,0,0,E69C,1.0,4,0,3182577,34C021,0,0,,,1,1,2022,MERCER,21,SEPTA TRAIN 710 WITH ONE ENGINE AND 5 CARS REPORTED DERAILED ON THE AMTRAK NEW YORK TO PHILADELPHIA,MAIN LINE JUST EAST OF TRENTON STATION ON NUMBER 4 TRACK IN MERCER COUNTY. TWO CARS WERE REPORTED ON,THE GROUND FOULING NUMBER 3 TRACK OVER THE NUMBER 34 SWITCH AT FAIR/MP56.4. DUE TO THE FRESHLY MILL,40.206562,-74.769451
ATK,171414,22,6,11,5,40,PM,13,0,METUCHEN,34,67,2.0,2.0,0,,0,5,1.0,0,0,T404,1.0,5,40,38594,34C023,0,0,,,1,1,2022,MIDDLESEX,23,NTJR TRAIN #7859 SUSTAINED DAMAGE TO PANTOGRAPH ON EMU CAR #1427 8TH IN THE CONSIST WHILE ENROUTE WE,ST APPROACHING METUCHEN STATION DUE TO AN AMTRAK CATENARY SYSTEM DEFECT.,,40.541411,-74.358811
BNSF,SW0122205,22,1,21,4,37,PM,7,0,LAKE ARTHUR,35,49,2.0,1.0,48,E,14300,4,1.0,100,0,M308,1.0,4,48,50000,35C005,0,0,6.0,6.0,1,5,2022,CHAVES,5,U-CPDLNC0-03 STRUCK SEMI-TRUCK/TRAILER AT A HIGHWAY GRADE CROSSING WHILE TRAVERSING SINGLE MAIN TRAC,K DUE TO HIGHWAY USER DISREGARDED CROSSING WARNING DEVICES. DAMAGE TO THE LEAD LOCOMOTIVE.  NO HAZAR,DOUS MATERIALS WERE RELEASED.,33.02287,-104.36189
BNSF,SW0422101,22,4,1,12,14,PM,1,0,CLOVIS,35,65,2.0,1.0,8,R,220,1,2.0,0,4,H209,2.0,1,8,16036,35C009,0,0,5.0,5.0,1,5,2022,CURRY,9,"Y-CLO101-1-01A WAS SHOVING IN YARD WHEN 2 RAILCARS DERAILED AND TRACK DAMAGE DUE TO HAND SIGNAL, FAI",LURE TO GIVE/RECEIVE AND COUPLING SPEED EXCESSIVE.  NO HAZMAT WAS RELEASED.,,34.396747,-103.205955
BNSF,SW0522101,22,5,14,6,15,PM,13,0,CLOVIS,35,80,3.0,2.0,5,E,13259,1,2.0,85,50,H607,2.0,1,5,21470,35C009,0,0,6.0,6.0,1,5,2022,CURRY,9,H SLABEL1 13A WAS SWITCHING IN YARD SWITCH WHEN LEAD LOCOMOTIVE WENT OVER THE SWITCH CAUSING TRACK D,AMAGES DUE TO FAILURE TO COMPLY WITH RESTRICTED SPEED OR ITS EQUIVALENT NOT IN CONNECTION WITH A BLO,CK OR INTERLOCKING SIGNAL AND SWITCH IMPROPERLY LINED.  NO HAZMAT WAS RELEASED.,34.398692,-103.231539
TXN,220328003,22,3,28,4,50,PM,9,0,LOVINGTON,35,88,2.0,1.0,0,R,5113,1,1.0,0,112,M402,1.0,1,0,11561,35C025,0,2,4.0,4.0,1,5,2022,LEA,25,"MOTORIST TRAVELING NB ON THE LOVINGTON HWY (HWY 18) LOST CONTROL OF THEIR VEHICLE, CROSSING SEVERAL","LANES OF TRAFFIC AND THE RAILROAD ROW BEFORE IMPACTING THE WHEEL OF ON AN EMPTY, CLEAN, TANK CAR.","THE MOTOR VEHICLE SUSTAINED SUBSTANTIAL DAMAGE FROM THE IMPACT, AND CAUGHT FIRE, RESULTING IN 2 FATA",32.898496,-103.316526
BNSF,SW1022106,22,10,12,9,30,PM,1,0,CARLSBAD,35,68,4.0,2.0,4,E,496,X,2.0,0,16,H607,2.0,X,4,48100,35C015,0,0,4.0,4.0,1,5,2022,EDDY,15,CREW WAS SWITCHING IN YARD WHEN 2 LOCOMOTIVES DERAILED DUE FAILURE TO COMPLY WITH RESTRICTED SPEED A,ND SWITCH IMPROPERLY LINED.,,32.439958,-104.213639
BNSF,SW0922107,22,9,19,2,15,AM,1,0,BELEN,35,65,4.0,1.0,4,E,3588,1,2.0,29,6,H504,2.0,1,4,120781,35C061,0,0,,3.0,1,5,2022,VALENCIA,61,Y-BEL302-2-18A DERAILED 1 LOCOMOTIVE AND 2 RAILCARS DUE TO CREW SHOVING SEVERAL EMPTIES UP AGAINST L,OADS CAUSED THE EMPTIES TO COME OFF THE RAIL. NO HAZARDOUS MATERIALS WERE RELEASED.,,34.639627,-106.771556
BNSF,SW1222104,22,12,14,8,9,PM,1,0,PREWITT,35,17,3.0,1.0,5,R,5620,5,1.0,81,0,E37C,1.0,5,5,100366,35C031,0,0,8.0,8.0,1,5,2022,MCKINLEY,31,Z-SBDWSP8-13A DERAILED 1 RAILCAR DUE TO FAILURE OF ARTICULATED CONNECTORS. NO HAZMAT WAS RELEASED.,,,35.379434,-108.09284
BNSF,SW1222108,22,12,20,10,20,PM,1,0,ARTESIA,35,40,4.0,1.0,3,E,5161,1,3.0,38,2,H303,3.0,1,3,39000,35C015,0,0,8.0,8.0,1,5,2022,EDDY,15,"RSWE016220 DERAILED 1 LOCOMOTIVE DUE TO DERAIL, FAILURE TO APPLY OR REMOVE. NO HAZMAT RELEASED.",,,32.93145,-104.386894
BNSF,SW0622111,22,6,15,11,30,PM,1,0,ALBUQUERQUE,35,65,4.0,1.0,0,E,78,1,2.0,0,1,T314,2.0,1,10,29666,35C001,0,0,,,1,5,2022,BERNALILLO,1,Y-ABQ303-1-15A DERAILED 3 RAILCARS DUE TO A SPLIT SWITCH AFTER THE TTGX 697909 LIFTED UP WHILE GOING,THROUGH THE CROSSOVERS NEAR THE SWITCH POINT IMPACTING THE ADJACENT Y-255242-1-15A DAMAGING 1 RAILC,AR. NO HAZARDOUS MATERIALS WERE RELEASED.,35.066705,-106.650528
BNSF,SW0622111,22,6,15,11,30,PM,1,0,ALBUQUERQUE,35,65,4.0,1.0,10,E,758,1,2.0,0,14,T314,2.0,1,10,29666,35C001,0,0,1.0,1.0,3,5,2022,BERNALILLO,1,Y-ABQ303-1-15A DERAILED 3 RAILCARS DUE TO A SPLIT SWITCH AFTER THE TTGX 697909 LIFTED UP WHILE GOING,THROUGH THE CROSSOVERS NEAR THE SWITCH POINT IMPACTING THE ADJACENT Y-255242-1-15A DAMAGING 1 RAILC,AR. NO HAZARDOUS MATERIALS WERE RELEASED.,35.066705,-106.650528
BNSF,SW0522102,22,5,21,8,45,AM,1,0,CLOVIS,35,75,1.0,1.0,10,R,0,1,2.0,0,0,H607,2.0,1,10,12880,35C009,0,0,1.0,1.0,1,5,2022,CURRY,9,CREW DERAILED 1 LOCOMOTIVE WHEN THEY RAN THROUGH A SWITCH AND THEN REVERSED MOVEMENT.  NO HAZMAT REL,EASED.,,34.395655,-103.215556
BNSF,SW0622103,22,6,3,12,35,PM,1,0,MESQUITE,35,101,2.0,1.0,7,R,808,1,2.0,4,7,H702,2.0,1,7,16646,35C013,0,0,6.0,6.0,1,5,2022,DONA ANA,13,CREW PULLED OUT OF TRACK AND FAILED TO LINE THE SWITCH PRIOR TO REVERSE MOVEMENT RESULTING IN 2 RAIL,CARS DERAILING.  NO HAZMAT RELEASED.,,32.165012,-106.697233
BNSF,SW0622105,22,6,6,6,0,AM,1,0,JARALES,35,75,1.0,1.0,5,E,0,1,2.0,0,0,H607,2.0,1,5,18220,35C061,0,0,,6.0,1,5,2022,VALENCIA,61,Y-BEL302-2-05A RUNNING LIGHT POWER RAN THROUGH A SWITCH IN YARD TRACK 7111 AND MADE REVERSE MOVE DER,AILING 1 LOCOMOTIVE. NO HAZARDOUS MATERIALS WERE RELEASED.,,34.659248,-106.767321
NMRX,24072022,22,7,24,10,52,AM,7,0,ALGODONES,35,80,2.0,1.0,76,R,178,4,1.0,0,0,M308,1.0,4,76,21076,35C043,0,2,5.0,5.0,1,5,2022,SANDOVAL,43,TRAIN 703-24 TRAVELING WESTBOUND ON MAIN TRACK STRUCK A VEHICLE AT A PRIVATE CROSSING AT MP 878.32.,"VIDEO SHOWS THE DRIVER NEVER STOPPED FOR THE CROSSING, RESULTING IN FATAL INJURIES TO BOTH THE DRIVE",R AND THE PASSENGER.,35.388383,-106.466263
BNSF,SW0522103,22,5,22,5,20,AM,1,0,JARALES,35,60,1.0,1.0,38,E,11336,5,1.0,77,10,M105,1.0,5,38,2550349,35C061,0,0,6.0,6.0,1,5,2022,VALENCIA,61,Z-MEMLAC-8-18A DERAILED 14 RAILCARS AND 3 LOCOMOTIVES DUE TO EXTREME ENVIRONMENTAL CONDITION - EXTRE,ME WIND VELOCITY. NO HAZMAT WAS RELEASED.,,34.459946,-106.504645
AZER,AZE107922D,22,6,14,2,30,PM,1,0,LORDSBURG,35,95,2.0,1.0,4,R,8517,1,2.0,59,25,H704,2.0,1,4,15000,35C023,0,0,7.0,7.0,1,5,2022,HIDALGO,23,"AZER 205 CREW SWITCH CREW REPORTS AFTER SHOVING INTO THE OUTER BALLOON TRACK, THEN PROCEEDING WITH A","FORWARD MOVEMENT, DERAILED A SINGLE CAR BETWEEN THE OUTER BALLOON AND DARR SIDING TRACKS.",,32.359439,-108.749148
BNSF,SW0722104,22,7,15,12,6,PM,1,0,CLOVIS,35,97,2.0,1.0,8,R,4610,1,2.0,37,2,H525,2.0,1,8,263090,35C009,0,0,5.0,5.0,1,5,2022,CURRY,9,H-KCKBEL-1-13A DERAILED 6 RAILCARS DUE TO IMPROPER BRAKE USE. NO HAZARDOUS MATERIALS WERE RELEASED.,,,34.399032,-103.230528
CRSH,144419,22,2,17,11,40,AM,1,0,NEWARK,34,66,2.0,1.0,0,,0,1,2.0,0,0,H702,2.0,1,3,16478,34C013,0,0,,,1,1,2022,ESSEX,13,"Q434 CONDUCTOR LINED SWITCH AGAINST HIS MOVE IN ERROR, RAN THROUGH THE SWITCH, AND DERAILED ON THE R",EVERSE MOVE.,,40.704566,-74.129962
CSX,202443,22,1,14,9,40,PM,1,0,NEWARK,34,28,4.0,1.0,3,E,8779,1,2.0,43,0,H704,2.0,1,3,14578,34C013,0,0,2.0,2.0,2,1,2022,ESSEX,13,I00914 DERAILED 2 CARS WHILE DOUBLING THEIR TRAIN AT PORT NEWARK. THE DERAILED CARS WERE THE 2ND AND,3RD CARS IN THE 4TH TRACK OF THEIR TRAIN BUILD (LINES 32 & 33 OF THEIR TRAIN). IT WAS DETERMINED TH,AT THIS WAS DUE TO A PREVIOUSLY RUN THROUGH SWITCH PERPETRATED BY A DIFFERENT CREW EARLIER IN THE DA,40.686535,-74.162575
NJTR,202201059,22,1,18,11,16,AM,7,0,MT OLIVE,34,35,2.0,1.0,36,R,0,3,1.0,0,0,M399,1.0,3,36,33607,34C027,1,0,2.0,2.0,1,1,2022,MORRIS,27,TRAIN #851 STRUCK AN OCCUPIED TRACTOR TRAILER FOULING THE STANHOPE WATERLOO CROSSING THAT WAS STUCK,DUE TO ICE CONDITIONS BEFORE BEING STRUCK ON THE DRIVERS SIDE FRONT END. DRIVER OF TRUCK EXITIED PRI,OR TO IMPACT TO SHOVEL WHILE THE PASSENGER MOVED INTO DRIVERS SIDE TO DRIVE. 1 INJURY.,40.909956,-74.744203
CRSH,144032,22,1,14,9,40,PM,1,0,NEWARK,34,25,4.0,1.0,0,E,0,1,2.0,0,0,H704,2.0,1,3,14578,34C013,0,0,,,1,1,2022,ESSEX,13,CSX I009.14 DERAILED TWO RAILCARS (FIVE BUCKETS) IN PT. NEWARK YARD WHILE BUILDING THEIR TRAIN AFTER,PULLING THROUGH A SWITCH PREVIOUSLY RUN THROUGH BY CSX I010.13,,40.686535,-74.162575
CSX,203148,22,2,17,11,40,AM,1,0,NEWARK,34,47,2.0,2.0,3,E,5558,1,2.0,41,0,H702,2.0,1,3,16478,34C013,0,0,1.0,1.0,2,1,2022,ESSEX,13,Q43417 WHILE MAKING TRAIN AT THE EAST END OF OAK ISLAND CONDUCTOR IMPROPERLY LINED THE WEST END CROS,SOVER CAUSING LOCO TO DERAIL. CONRAIL REPORTS $9896 IN DAMAGES.,,40.704566,-74.129962
NJTR,202204189,22,4,13,8,15,PM,1,0,KEARNY,34,55,4.0,1.0,5,E,0,1,2.0,0,0,H704,2.0,1,5,26193,34C017,0,0,3.0,3.0,1,1,2022,HUDSON,17,YARD CREW MM-08 OPERATED THROUGH IMPROPERLY LINED SWITCH 2172 ENROUTE WEST AFTER CONDUCTOR MISREAD T,HE TRAILING POINT SWITCH AND THEN DERAILED CAR #5419 WHILE ENROUTE EAST THROUGH THE SAME SWITCH. CON,DUCTOR WAS ON THE GROUND PRECEEDING THE MOVE WALKING THE LINE UP. CONDUCTOR CHARGED VIOLATING NORAC,40.743539,-74.111817
SNJX,20220522,22,5,22,7,41,PM,7,0,BURLINGTON,34,76,2.0,1.0,25,E,0,4,1.0,0,0,M308,1.0,4,25,0,34C005,0,0,7.0,,1,1,2022,BURLINGTON,5,TRAIN 315 LRV 3513 WAS TRAVELLING SOUTHBOUND WHEN AN AUTOMOBILE MADE A LEFT TURN AGAINST THE TRAFFIC,SIGNAL IN FRONT OF THE LRV AND STRIKING THE LRV TOWARDS THE A-END.,,40.077957,-74.856525
ATK,171073,22,5,1,8,12,PM,13,0,SECAUCUS,34,50,4.0,2.0,0,,0,5,1.0,0,0,E78L,1.0,5,35,18270,34C017,0,0,,,1,1,2022,HUDSON,17,PANTOGRAPH/CATENARY: NJ TRANSIT TRAIN NJ7871 REPORTED LOSS OF AC POWER AND PANTOGRAPH DAMAGE WHILE O,PERATING WESTBOUND THROUGH THE 32XO AT BERGEN INTERLOCKING. A LOOSE PANTOGRAPH BUS JUMPER CAME OFF A,ND LODGED ITSELF IN THE TROLLEY WIRE CAUSING THE PANTOGRAPH TO BE INVERTED AND BROKEN INTO SEVERAL P,40.770604,-74.055284
CRSH,144141,22,1,25,8,30,AM,1,0,NEWARK,34,39,2.0,1.0,0,,0,1,2.0,0,0,T213,2.0,1,5,23128,34C013,0,0,,,1,1,2022,ESSEX,13,NS18G DERAILED THREE RAILCARS WHILE SHOVING WEST FOR THE MAIN.,,,40.713407,-74.149072
NJTR,202202070,22,1,12,7,58,PM,1,0,HOBOKEN,34,37,4.0,1.0,2,E,0,1,2.0,0,0,H021,2.0,1,2,18050,34C017,0,0,1.0,2.0,1,1,2022,HUDSON,17,YARD CREW YH-25 PERFORMING A DRILL MOVE IN DAYS YARD ATTEMPTED TO UNCOUPLE CAB CAR 6040 WITHOUT APPL,YING A HANDBRAKE PRIOR TO UNCOUPLING. AS A RESULT AFTER SEPARATING FROM THE EQUIPMENT CAR 6040 ROLLE,D EASTWARD DOWN THE OLD WESTBOUND TRACK AND THROUGH A SPLIT DERAIL LOCATED IN THE ENGINE HOUSE STUB,40.735967,-74.035785
CSX,208676,22,12,4,10,40,AM,7,0,NORTH BERGEN,34,40,2.0,1.0,7,E,1324,1,4.0,6,17,M303,4.0,1,7,39538,34C017,0,0,2.0,2.0,1,1,2022,HUDSON,17,AFTER COVERING THE CROSSING PAC - RAIL BACKED INTO THE M40303 ON THE CROSSING . AGE UNKNOWN.,,,40.796224,-74.027285
ATK,172441,22,8,23,6,0,PM,13,0,SECAUCUS,34,92,2.0,2.0,0,,0,4,1.0,0,0,T404,1.0,4,55,20069,34C017,0,0,,,2,1,2022,HUDSON,17,PANTOGRAPH/CATENARY: TRAIN #3725 LOST POWER WHILE ENROUTE WEST AT ALLIED JUNCTION MP 4.0 DUE TO PANT,OGRAPH DAMAGE ON EMU CAR #1393 THAT WAS TOUCHING THE CATENARY.,,40.767396,-74.062322
CSX,208300,22,11,11,5,40,AM,7,0,JERSEY CITY,34,52,1.0,2.0,9,E,6703,2,1.0,48,0,M302,1.0,2,9,15245,34C017,0,0,2.0,2.0,1,1,2022,HUDSON,17,HIGHWAY USER OPERATING A DODGE DURANGO DISREGARDED HIGHWAY CROSSING GATES LIGHTS AND COLLIDED WITH I,"00311 THAT WAS OCCUPYING THE CROSSING. . AGE UNKNOWN.  CRSH DAMAGES $15,245. PROTECTION ALSO AT CROS",SING: ADVANCE WARNING AND PAVEMENT MARKINGS (STOP LINES & RR XING SYMBOLS).,40.739348,-74.069433
NS,144134,22,1,25,8,30,AM,1,0,NEWARK,34,39,2.0,1.0,5,E,1394,1,2.0,10,0,T213,2.0,1,5,23128,34C013,0,0,9.0,9.0,2,1,2022,ESSEX,13,"WHILE SHOVING WEST NS 7590, NS 9507, NS 7684, AND 10 LOADED ARTICULATED CARS, NS 18G CREW DERAILED A","LL WHEELS ON THE 7TH, 8TH, AND 9TH HEAD CARS ON HIS TRAIN. NO REPORT OF HAZMAT BEING RELEASED.",,40.70988,-74.14317
CRSH,145100,22,4,28,6,30,AM,1,0,CAMDEN,34,38,1.0,1.0,3,E,0,1,2.0,75,57,H505,2.0,1,3,76714,34C007,0,0,6.0,6.0,1,1,2022,CAMDEN,7,"ONE CAR DERAILED ON PULL MOVE WHILE YARDING TRAIN. WHEN ATTEMPTNG TO CUT AWAY FROM DERAILED CAR, AN",ADDITIONAL FIVE CARS DERAILED.,,39.947148,-75.098447
NJTR,202206235,22,5,21,11,10,AM,13,0,NEWARK,34,57,2.0,2.0,30,E,0,3,1.0,0,0,T404,1.0,3,30,32868,34C013,0,0,5.0,5.0,2,1,2022,ESSEX,13,TRAIN #7824 REPORTED AN INVERTED AND DAMAGED PANTOGRAPH ON LEAD MY PAIR #1392/93 WHILE ENROUTE EAST,NEAR HUNTER INTERLOCKING MP 10.5.,,40.716465,-74.182937
NJTR,202206236,22,5,22,5,5,PM,13,0,DENVILLE,34,93,2.0,1.0,50,E,0,3,1.0,0,0,T404,1.0,3,50,13279,34C027,0,0,,,1,1,2022,MORRIS,27,TRAIN #6932 LOST TRACTION POWER WHILE ARRIVING DENVILLE STATION AND REPROTED THE B END PANTOGRAPH OF,ENGINE 4640 WAS INVERTED AND MISSING PANTOGRAPH HEAD DUE TO SAGGING CATENARY WIRE.,,40.883783,-74.483664
NJTR,202202072,22,1,3,1,16,AM,1,0,RARITAN,34,19,4.0,1.0,2,E,0,1,2.0,0,0,H018,2.0,1,2,11511,34C035,0,0,8.0,5.0,1,1,2022,SOMERSET,35,YARD CREW YR-70 DERAILED CAR 5574 DURING DRILL MOVE AFTER ENGINE 4030 WAS CUT WEST THE CAR ROLL EAST,"WARD AND DERAILED 4TH TRUCK OVER DERAIL. ONCE CUT THE BRAKEMAN APPLIED HANDBRAKE, REQUESTED 3 POINT",PROTECTION AND TO CUT AIR AND FOR PRESSURE TO MAKE CUT. CAR REPORTEDLY ROLLED ON A DESCENDING GRADE.,40.570457,-74.643427
NJTR,202208328,22,8,7,1,12,PM,13,0,EDISON,34,93,2.0,1.0,54,R,0,5,1.0,0,0,T404,1.0,5,54,20314,34C023,0,0,9.0,9.0,1,1,2022,MIDDLESEX,23,TRAIN #7841 SUSTAINED PANTOGRAPH DAMAGE EMU #1469 4TH IN CONSIST WHEN PANTOGRAPH WAS INVERTED WHILE,ENROUTE WEST ON TRACK 4 NEAR MP 28.1 APPROACHING EDISON STATION DUE TO AMTRAK CATENARY DEFECT.,,40.520987,-74.408179
NJTR,202208329,22,8,23,6,0,PM,13,0,SECAUCUS,34,92,2.0,2.0,55,E,0,4,1.0,0,0,T404,1.0,4,55,20069,34C017,0,0,7.0,7.0,1,1,2022,HUDSON,17,TRAIN #3725 LOST POWER WHILE ENROUTE WEST AT ALLIED JUNCTION MP 4.0 DUE TO PANTOGRAPH DAMAGE ON EMU,CAR #1393 THAT WAS TOUCHING THE CATENARY.,,40.767396,-74.062322
NJTR,202209375,22,9,9,10,19,AM,1,0,KEARNY,34,81,2.0,1.0,5,E,0,1,2.0,0,0,H704,2.0,1,5,42384,34C017,0,0,2.0,3.0,1,1,2022,HUDSON,17,YARD CREW MM50 DERAILED EAST TWO TRUCKS OF ENGINE 4542 WHILE ENROUTE WEST ON THOROUGHFARE AT SWITCH,2141 DUE TO SWITCH PREVIOUSLY RUN THROUGH BY AN EARLIER CREW. CONDUCTOR POSITIONED ON LEADING END OF,MOVE FAILED TO PROPERLY LINE SWITCH.,40.744077,-74.104737
ATK,172440,22,8,7,1,12,PM,13,0,EDISON,34,93,2.0,1.0,0,,0,5,1.0,0,0,T404,1.0,5,54,20314,34C023,0,0,,,2,1,2022,MIDDLESEX,23,PANTOGRAPH/CATENARY: TRAIN #7841 SUSTAINED PANTOGRAPH DAMAGE EMU #1469 4TH IN CONSIST WHEN PANTOGRAP,H WAS INVERTED WHILE ENROUTE WEST ON TRACK 4 NEAR MP 28.1 APPROACHING EDISON STATION DUE TO AMTRAK C,ATENARY DEFECT.,40.520987,-74.408179
