incdtno,year,month,day,timehr,timemin,ampm,type,state,temp,visiblty,weather,trnspd,tons,loadf1,emptyf1,cause,acctrk,acctrkcl,enghr,cdtrhr,cntycd
140282,21,1,17,12,5,AM,4,42,30,4,6.0,0,0,50,155,E,2,1,3,3,7
SEP011521,21,1,15,4,53,PM,13,42,48,2,2.0,50,0,0,0,T,1,4,1,1,101
140282,21,1,17,12,5,AM,4,42,30,4,6.0,1,0,33,43,E,2,1,3,3,7
140374,21,1,25,12,45,PM,1,42,29,2,1.0,6,1000,7,0,T,4,1,4,4,71
7252021002,21,7,28,7,45,AM,1,42,78,1,3.0,5,6879,103,0,H,2,1,9,9,55
210701,21,7,7,4,40,PM,1,42,89,2,2.0,7,0,0,11,T,2,2,9,9,69
141808,21,6,7,3,45,PM,1,42,72,2,1.0,12,0,77,0,H,1,3,8,8,13
141778,21,6,5,1,8,AM,12,42,72,4,1.0,8,0,22,50,E,2,1,12,3,41
141751,21,6,2,11,53,PM,12,42,68,4,1.0,5,4654,0,28,M,4,1,8,8,43
141778,21,6,5,1,8,AM,12,42,72,4,1.0,0,0,8,28,E,2,1,11,11,41
142164,21,7,12,9,49,AM,12,42,90,2,1.0,7,0,4,0,H,2,1,2,3,77
141905,21,6,16,2,8,PM,1,42,74,2,1.0,10,0,0,1,H,1,2,7,3,95
142031,21,6,28,2,36,PM,1,42,92,2,1.0,41,13610,104,26,H,1,4,3,3,133
142346,21,7,25,1,30,PM,12,42,88,2,1.0,2,0,1,1,M,4,1,7,3,7
SEP050921,21,5,9,11,0,PM,11,42,60,4,1.0,40,0,0,0,E,1,5,5,5,29
5521T726,21,5,5,8,12,PM,13,42,60,4,1.0,30,0,0,0,T,1,2,4,4,101
140687,21,2,20,2,15,AM,1,42,25,4,1.0,2,2582,22,3,M,1,1,3,6,71
SEPA102021,21,10,20,9,49,PM,13,42,65,4,1.0,50,0,0,0,T,1,3,6,6,101
BPR876521G,21,9,11,7,20,PM,7,42,65,3,1.0,25,3528,23,24,M,1,3,5,5,7
21112,21,9,21,10,15,AM,1,42,74,2,2.0,5,4295,44,0,E,2,1,2,2,3
141537,21,5,13,11,30,AM,1,42,72,2,1.0,5,0,51,21,E,2,1,11,11,41
141539,21,5,13,7,0,PM,1,42,50,3,1.0,45,21225,184,14,H,1,4,2,2,61
RJCP2102,21,6,24,6,30,PM,1,42,75,2,1.0,10,9000,70,0,T,1,3,11,11,33
RJCP2101,21,6,24,1,0,PM,1,42,75,2,1.0,13,0,85,0,T,1,2,6,6,33
142192,21,7,14,12,30,PM,13,42,77,2,1.0,0,0,23,19,E,2,2,4,4,41
142123,21,7,7,11,10,AM,1,42,72,2,1.0,8,0,4,13,E,2,1,11,11,41
142164,21,7,12,9,49,AM,12,42,90,2,1.0,0,0,6,0,H,2,1,3,3,77
ESPN520211,21,5,17,6,0,PM,1,42,87,2,1.0,10,0,17,2,T,1,1,6,6,29
210801,21,8,28,4,0,PM,1,42,72,2,2.0,5,2100,15,0,T,2,1,8,8,69
211201SWP,21,12,1,7,48,AM,1,42,36,1,2.0,9,4600,35,0,T,4,2,2,2,51
168158,21,8,23,1,0,PM,1,42,95,2,1.0,8,0,0,0,H,2,1,6,6,101
142518,21,8,13,10,12,AM,1,42,79,2,2.0,3,0,0,0,T,4,1,3,3,49
21110,21,8,26,3,7,AM,1,42,72,4,2.0,5,1720,6,35,H,4,1,4,4,3
SEPA070521,21,7,5,1,4,AM,1,42,80,4,1.0,10,0,0,0,H,1,1,10,3,17
Y166,21,7,13,1,22,PM,7,42,90,2,1.0,55,0,0,0,M,1,3,8,8,45
NBER082721,21,8,27,2,40,PM,1,42,85,2,1.0,8,650,5,0,T,2,1,3,3,27
SEPA082321,21,8,23,11,25,AM,13,42,85,2,1.0,45,0,0,0,T,1,3,3,3,17
SEPA082521,21,8,25,9,40,AM,13,42,90,2,1.0,20,0,0,0,T,1,2,4,4,45
SEPA112021,21,11,20,5,15,AM,4,42,35,4,1.0,0,0,0,0,H,2,1,3,3,101
166596,21,3,1,10,50,PM,9,42,38,4,1.0,0,0,0,0,T,1,4,3,3,45
140956,21,3,18,9,40,AM,13,42,72,2,3.0,6,0,1,0,H,1,3,5,3,99
141012,21,3,23,12,18,PM,13,42,58,2,1.0,1,1449,11,0,H,2,1,1,1,79
LVRR012521,21,1,25,12,30,PM,1,42,22,2,1.0,8,520,4,0,H,4,1,5,5,81
140792,21,3,2,4,0,AM,12,42,21,1,1.0,6,0,20,9,M,2,1,3,3,41
140792,21,3,2,4,0,AM,12,42,21,1,1.0,7,0,12,20,M,2,1,5,5,41
196720,21,4,1,10,30,AM,1,42,20,2,6.0,12,12061,69,8,H,1,3,3,3,111
141194,21,4,9,11,0,PM,1,42,50,4,1.0,8,18846,130,0,T,2,1,3,3,13
140624,21,2,16,1,25,PM,12,42,25,2,6.0,0,0,1,0,M,2,1,3,3,7
140624,21,2,16,1,25,PM,12,42,25,2,6.0,5,0,1,0,M,2,1,6,3,7
140709,21,2,22,6,30,PM,1,42,30,3,1.0,55,5389,37,0,E,1,4,7,3,99
141373,21,4,28,8,45,AM,7,42,72,2,1.0,34,0,101,32,M,1,4,5,5,3
SEPA3121,21,3,1,10,50,PM,9,42,38,4,1.0,60,0,0,0,T,1,4,7,7,45
166976,21,5,3,8,40,PM,9,42,75,4,3.0,109,0,0,0,M,1,6,9,9,45
141385,21,4,29,4,30,AM,4,42,63,1,3.0,0,0,6,25,H,2,1,5,5,77
141385,21,4,29,4,30,AM,4,42,63,1,3.0,3,0,0,1,H,2,1,3,3,77
141400,21,4,30,9,0,AM,7,42,50,2,3.0,15,14790,129,1,M,1,4,3,3,3
200209,21,9,20,1,30,AM,1,42,63,4,1.0,7,0,1,3,H,2,1,2,3,3
200303,21,9,24,8,43,PM,1,42,66,3,1.0,8,2756,38,0,H,2,1,5,5,51
142825,21,9,12,11,30,PM,12,42,72,4,1.0,0,0,4,0,H,2,1,3,3,7
142825,21,9,12,11,30,PM,12,42,72,4,1.0,5,0,1,0,H,2,1,8,3,7
143630,21,12,2,1,15,PM,1,42,38,2,2.0,3,530,6,0,T,4,1,6,6,49
CN2102,21,12,29,8,55,AM,1,42,42,2,2.0,0,0,0,0,H,2,1,3,3,3
21311,21,12,22,2,1,AM,1,42,32,4,1.0,4,0,20,0,T,4,1,11,11,3
210083,21,12,23,8,0,PM,13,42,35,4,1.0,8,2850,30,1,M,2,1,7,7,3
143728,21,12,9,1,28,AM,1,42,21,4,1.0,17,0,56,24,E,1,2,6,6,59
143733,21,12,12,4,30,AM,9,42,47,1,1.0,40,20,33,1,M,1,3,2,2,3
143768,21,12,15,2,59,PM,12,42,53,2,1.0,6,0,32,4,E,2,1,7,7,41
SEPA090121,21,9,1,5,40,PM,13,42,75,2,3.0,30,0,0,0,T,1,2,3,3,17
167898,21,7,29,1,0,AM,5,44,70,4,2.0,4,0,1,0,T,1,8,5,3,9
200470,21,10,3,10,20,PM,7,45,72,4,2.0,0,0,0,0,M,1,4,3,3,15
201157,21,11,6,5,30,AM,1,45,45,1,3.0,4,13820,98,47,H,1,1,8,8,19
143113,21,10,10,11,0,PM,13,45,66,4,1.0,8,0,19,10,H,2,1,5,5,79
143121,21,10,11,10,40,PM,1,45,66,4,2.0,8,6150,42,0,T,4,1,2,2,19
200999,21,10,30,2,35,AM,7,45,54,4,1.0,0,0,0,0,M,1,4,3,3,19
142485,21,8,10,12,35,AM,13,45,81,4,1.0,4,0,34,6,H,2,1,2,2,79
140212,21,1,9,4,0,AM,1,45,36,1,1.0,3,0,6,13,H,4,1,8,8,19
168529,21,10,3,10,20,PM,7,45,70,4,1.0,70,0,29,0,M,1,4,7,7,15
168851,21,10,30,2,36,AM,7,45,50,4,1.0,69,0,30,0,M,1,4,4,4,19
141706,21,5,30,11,50,AM,1,45,72,2,2.0,9,0,0,13,E,2,1,3,3,19
197464,21,5,5,11,21,PM,1,45,70,4,1.0,52,1186,5,47,E,1,4,8,8,41
197605,21,5,12,5,53,PM,9,45,49,3,2.0,35,4724,8,81,M,1,3,1,1,1
Z242,21,1,27,1,30,PM,1,45,61,2,1.0,10,3900,27,3,T,2,1,6,6,7
166349,21,2,6,11,14,PM,9,45,32,4,6.0,50,0,0,0,M,1,3,4,4,73
196634,21,3,28,8,16,PM,12,45,60,4,1.0,8,0,20,17,M,2,1,3,3,41
195035,21,1,17,4,19,AM,12,45,28,1,1.0,5,0,2,0,H,2,1,3,3,41
195035,21,1,17,4,19,AM,12,45,28,1,1.0,5,9774,59,60,H,2,1,8,8,41
141160,21,4,7,11,45,AM,7,45,80,2,1.0,45,7413,54,0,M,1,4,5,5,77
Z57,21,3,1,2,30,PM,1,45,66,2,1.0,10,1100,11,0,T,2,1,7,7,7
197078,21,4,15,8,10,PM,7,45,48,4,2.0,25,1559,15,2,M,1,2,3,3,45
SCR 752721.00,21,3,22,11,22,AM,7,45,65,2,1.0,10,1211,9,0,M,4,1,4,4,31
199039,21,7,24,11,0,AM,1,45,83,2,1.0,8,16425,111,48,T,2,1,10,10,41
199399,21,8,9,6,30,PM,1,45,84,3,2.0,6,0,5,0,H,2,1,10,3,19
199628,21,8,22,11,24,AM,1,45,85,2,2.0,4,0,23,0,T,2,1,3,3,41
CPD744121,21,3,8,2,35,PM,1,45,65,2,1.0,7,3800,13,1,T,4,1,6,6,45
201761,21,12,8,2,15,PM,1,45,56,2,1.0,4,12585,84,34,H,4,1,8,8,41
141974,21,6,23,1,30,PM,1,45,79,2,1.0,26,36,55,15,E,1,4,7,7,77
198428,21,6,23,10,0,AM,1,45,80,2,1.0,6,5200,30,23,H,4,1,4,4,41
198082,21,6,8,5,6,AM,4,45,86,1,1.0,5,2975,12,46,H,2,1,10,10,41
198082,21,6,8,5,6,AM,4,45,86,1,1.0,5,10831,77,83,H,2,1,9,9,41
141788,21,6,6,5,45,AM,1,45,72,1,1.0,6,0,34,21,T,2,1,7,7,79
143717,21,12,10,11,0,AM,1,45,50,2,3.0,9,0,12,26,E,2,1,4,3,79
142996,21,9,30,5,0,AM,1,45,70,1,1.0,9,0,16,34,E,2,1,6,8,79
142957,21,9,15,3,42,PM,12,45,72,2,1.0,3,0,1,0,H,2,1,3,3,79
MT1121104,21,11,12,2,55,AM,1,46,20,4,6.0,4,8341,43,95,M,2,1,9,9,13
RCP919521D,21,10,31,12,50,AM,1,46,35,4,1.0,9,1937,10,7,T,2,1,1,1,5
TC0821201,21,8,6,2,53,PM,7,46,83,2,1.0,35,0,0,0,M,1,3,7,7,99
RCP789521D,21,5,23,4,30,PM,11,46,80,2,1.0,23,7693,55,20,E,1,3,8,8,69
HL0221102,21,2,4,6,45,AM,4,47,36,1,1.0,4,3564,27,18,M,2,1,3,7,157
HL0221102,21,2,4,6,45,AM,4,47,36,1,1.0,2,4623,36,27,M,2,1,3,8,157
140887,21,3,11,1,30,AM,13,47,39,4,1.0,3,0,14,7,H,2,1,11,11,93
142953,21,9,27,1,10,AM,13,47,57,4,1.0,4,0,40,6,H,2,1,1,2,93
143407,21,11,8,7,25,PM,1,47,56,3,1.0,6,11040,138,58,H,1,4,8,8,93
201441,21,11,18,5,0,PM,1,47,32,4,1.0,7,0,0,37,M,2,1,8,3,37
201519,21,11,24,10,35,PM,1,47,51,4,1.0,5,0,33,40,H,2,1,7,3,37
200561,21,10,9,7,51,AM,1,47,75,1,1.0,4,6047,70,14,H,2,1,8,8,37
200807,21,9,30,11,48,AM,13,47,81,2,2.0,14,0,0,9,M,2,1,3,3,37
143888,21,12,31,7,0,AM,1,47,68,1,2.0,5,0,0,0,H,2,1,8,3,65
201792,21,12,9,5,50,PM,1,47,53,3,1.0,7,5698,25,10,M,2,1,6,6,37
140998,21,3,21,2,3,AM,1,47,48,4,1.0,1,0,0,0,H,2,1,11,3,65
201289,21,11,13,1,15,AM,1,47,32,4,1.0,7,653,13,0,H,2,1,2,2,37
142105,21,7,5,8,0,PM,13,47,82,4,1.0,3,0,5,5,H,2,1,5,5,93
143101,21,10,8,8,20,PM,4,47,69,4,2.0,3,0,25,8,H,2,1,5,3,65
143101,21,10,8,8,20,PM,4,47,69,4,2.0,3,0,10,7,H,2,1,5,3,65
201050,21,11,2,7,15,AM,1,47,58,1,2.0,10,0,42,42,M,2,1,2,2,37
201050,21,11,2,7,15,AM,1,47,58,1,2.0,0,0,10,0,M,2,1,3,3,37
201050,21,11,2,7,15,AM,1,47,58,1,2.0,0,0,23,63,M,2,1,3,3,37
143266,21,10,25,8,45,PM,1,47,60,4,3.0,8,622,4,4,T,4,1,3,3,73
201270,21,10,23,10,56,PM,12,47,60,4,1.0,10,0,2,0,M,2,1,3,3,37
HL0421106,21,4,6,1,47,PM,1,47,78,2,1.0,5,3410,19,40,M,2,1,3,7,157
141451,21,5,5,10,39,AM,1,47,72,2,1.0,6,3335,7,45,T,2,1,2,2,65
196621,21,3,27,3,17,AM,1,47,60,4,2.0,27,11300,74,56,E,1,3,3,3,37
196621,21,3,27,3,17,AM,1,47,60,4,2.0,0,15449,107,29,E,1,3,3,3,37
195339,21,1,28,9,4,AM,11,47,30,2,2.0,0,15086,107,0,E,1,4,6,6,37
195091,21,1,17,12,26,PM,11,47,41,2,2.0,15,6371,2,187,M,1,4,2,2,115
141196,21,4,9,9,15,PM,1,47,67,4,2.0,7,18681,135,54,H,1,2,1,1,93
HL0221118,21,2,22,9,58,AM,1,47,48,2,1.0,6,632,6,5,H,2,1,3,3,157
8262021,21,8,26,8,40,AM,1,47,77,2,1.0,10,0,7,0,H,2,1,1,1,65
199753,21,8,28,1,20,AM,1,47,80,4,1.0,0,0,0,0,H,4,1,3,3,123
199753,21,8,28,1,20,AM,1,47,80,4,1.0,0,0,0,1,H,4,1,3,3,123
0721MA033,21,7,27,11,30,AM,1,47,89,2,1.0,0,0,0,0,T,2,1,3,3,157
142525,21,8,13,2,54,PM,1,47,72,2,1.0,9,2123,23,89,E,2,1,3,3,65
142591,21,8,18,11,25,PM,1,47,72,4,3.0,3,435,0,13,H,4,1,8,7,65
HL0821105,21,8,9,2,20,PM,1,47,87,2,1.0,2,0,0,0,H,2,1,1,1,157
199128,21,7,27,11,30,AM,1,47,91,2,1.0,8,5198,26,82,T,2,1,8,8,157
199202,21,7,30,3,31,AM,12,47,79,4,1.0,4,0,4,0,H,2,1,3,3,65
1070705,21,5,16,4,26,PM,11,47,60,2,1.0,35,10975,56,96,E,1,3,3,3,167
199753,21,8,28,1,20,AM,1,47,80,4,1.0,7,1600,15,15,H,4,1,5,5,123
0921MA033,21,9,29,2,39,PM,1,47,83,2,2.0,4,6300,37,35,H,1,3,7,7,157
HL1021101,21,10,1,6,5,AM,1,47,70,1,2.0,2,0,0,0,H,2,1,1,1,157
HL1021106,21,10,12,7,22,AM,1,47,75,1,1.0,6,3014,22,18,E,2,1,3,7,157
198730,21,2,11,8,14,PM,12,47,40,4,2.0,5,0,1,1,M,2,1,3,3,37
202102,21,8,19,5,19,PM,7,47,92,2,1.0,0,0,0,1,M,1,1,11,3,45
142011,21,6,26,4,28,AM,13,47,72,1,1.0,2,0,71,46,E,2,1,6,3,65
0521MA033,21,5,20,4,2,PM,1,47,85,2,1.0,10,0,0,0,T,2,1,6,6,157
199334,21,7,29,3,52,PM,12,47,95,2,1.0,5,0,2,0,M,2,1,3,3,37
200015,21,9,12,8,50,AM,1,47,80,2,1.0,9,0,1,0,M,2,1,3,3,37
200015,21,9,12,8,50,AM,1,47,80,2,1.0,9,0,1,0,M,2,1,3,3,37
1121HO010,21,11,7,6,1,PM,13,48,64,3,1.0,4,137,1,0,M,2,1,11,3,201
1121HO019,21,11,13,7,0,PM,7,48,70,3,1.0,30,13547,95,0,M,1,3,7,7,201
1121HO023,21,11,19,10,15,AM,7,48,58,2,1.0,0,0,0,0,M,1,4,3,3,157
1121SX009,21,11,11,6,15,AM,9,48,62,1,2.0,5,4653,33,0,M,1,3,11,11,51
1121SX016,21,11,16,7,3,AM,7,48,63,1,1.0,54,1654,0,50,M,1,4,7,3,465
1121TO012,21,11,12,8,50,PM,12,48,52,4,1.0,5,365,1,0,H,2,1,5,3,113
1121TO012,21,11,12,8,50,PM,12,48,52,4,1.0,7,500,0,8,H,2,1,3,3,113
KS0521107,21,5,27,12,20,PM,1,48,80,2,1.0,6,1738,14,6,H,2,1,4,4,375
RLAX62621,21,6,26,4,30,AM,12,48,82,4,4.0,0,0,0,0,H,2,1,3,3,71
DGN766521,21,4,16,10,15,AM,13,48,55,2,2.0,15,4002,29,0,E,1,4,4,4,113
RD1121117,21,11,26,4,14,AM,1,48,49,1,1.0,7,6642,44,28,H,2,1,7,7,49
RD1221104,21,12,6,8,0,PM,1,48,37,3,1.0,25,6426,41,9,T,1,4,5,5,333
RD1221107,21,12,8,1,30,PM,1,48,80,2,1.0,7,5165,30,38,H,4,1,6,6,201
RD1221202,21,12,14,10,10,PM,7,48,71,4,1.0,44,6618,44,77,M,1,4,5,5,55
1121SX011,21,11,13,9,30,AM,1,48,59,2,1.0,4,832,0,8,S,2,1,1,1,29
1121SX012,21,11,15,4,45,PM,7,48,71,2,1.0,56,0,0,0,M,1,4,3,3,491
1121TO004,21,11,4,2,24,AM,9,48,43,4,2.0,37,5469,33,45,M,1,4,3,3,213
1121TO007,21,11,11,10,30,AM,1,48,61,2,1.0,9,6308,51,0,T,2,1,3,3,439
KS1221107,21,12,7,7,46,AM,1,48,40,1,1.0,4,1474,11,8,E,2,1,3,9,375
1221GC016,21,12,18,3,0,PM,1,48,66,2,2.0,0,0,0,0,H,2,1,3,3,355
1121TO008,21,11,11,5,30,AM,7,48,44,1,1.0,68,3096,40,37,M,1,5,9,9,475
CCP889621,21,12,18,3,0,PM,1,48,66,2,2.0,5,2184,0,51,T,2,1,8,9,355
20023,21,4,16,10,15,AM,13,48,55,2,2.0,0,0,0,0,E,1,4,3,3,113
1021SX005,21,10,5,1,11,PM,1,48,87,2,2.0,6,4247,29,13,H,4,1,6,3,29
1021HO025,21,10,28,9,30,PM,12,48,70,4,2.0,3,4582,30,16,M,2,1,7,3,201
1021HO021,21,10,24,3,55,AM,12,48,74,4,2.0,5,324,2,2,H,2,1,2,2,201
1021HO025,21,10,28,9,30,PM,12,48,70,4,2.0,5,48,0,1,M,2,1,3,3,201
1021HO026,21,10,31,10,15,AM,1,48,66,2,1.0,5,7583,48,42,H,2,1,6,3,201
1021HO027,21,10,31,4,35,PM,1,48,79,2,1.0,4,3072,21,16,T,2,1,1,3,201
1021HO027,21,10,31,4,35,PM,1,48,79,2,1.0,5,48,0,1,T,2,1,3,3,201
PSC0675729,21,10,22,1,0,PM,1,48,80,2,1.0,7,1357,1,37,T,2,1,6,6,303
1021SX018,21,10,16,2,40,AM,1,48,65,4,1.0,4,6119,46,6,H,4,1,8,8,29
RD1121110,21,11,17,2,0,AM,1,48,70,4,1.0,7,0,0,0,H,2,1,7,7,201
0321TO017,21,3,16,4,0,AM,12,48,61,1,2.0,2,140,0,1,H,2,1,3,3,439
0321TO017,21,3,16,4,0,AM,12,48,61,1,2.0,2,419,3,0,H,2,1,4,4,439
0921TO009,21,9,6,6,15,PM,1,48,90,3,1.0,7,4033,23,33,E,2,1,3,3,181
0921HO004,21,9,4,11,30,AM,12,48,89,2,1.0,3,35,0,1,M,2,1,3,3,201
0921HO004,21,9,4,11,30,AM,12,48,89,2,1.0,3,66,0,1,M,2,1,3,3,201
1121HO020,21,11,18,12,0,PM,1,48,65,2,1.0,6,250,1,1,T,4,1,3,3,201
0821HO037,21,8,25,7,10,PM,1,48,90,3,1.0,0,0,0,0,H,2,1,3,3,291
0821HO037,21,8,25,7,10,PM,1,48,90,3,1.0,10,6000,2,0,H,2,1,5,3,291
0821TO033,21,8,31,7,0,AM,13,48,79,2,1.0,0,31,0,1,E,2,1,3,3,439
0721HO015,21,7,16,7,42,PM,1,48,86,3,1.0,4,1061,5,15,E,2,1,5,3,201
0721TO006,21,7,4,10,30,PM,9,48,75,4,2.0,7,100,0,30,M,4,1,2,2,139
0320HO026,20,3,22,4,0,AM,12,48,69,1,2.0,0,113,1,0,M,2,1,3,3,201
1120MA034,20,11,28,10,31,AM,12,5,49,2,1.0,2,395,3,0,M,2,1,3,3,119
SL200502A,20,5,2,2,40,AM,1,8,53,4,1.0,8,1430,11,0,T,1,1,5,5,55
PR0520113,20,5,21,6,0,PM,1,8,80,3,2.0,5,692,5,5,H,2,1,2,2,31
D02011220,20,1,12,10,30,PM,9,12,79,4,1.0,0,0,0,0,M,1,4,3,3,11
X01010420,20,1,4,8,6,AM,7,12,80,2,1.0,0,0,0,0,M,1,4,3,3,11
20200015,20,1,12,10,30,PM,9,12,79,4,1.0,39,0,0,0,M,1,4,6,6,11
GIM682320,20,10,29,9,25,AM,12,13,82,2,2.0,8,616,0,8,H,2,1,3,3,51
GIM682320,20,10,29,9,25,AM,12,13,82,2,2.0,0,0,4,0,H,2,1,3,3,51
0620GL019,20,6,27,7,30,AM,1,19,70,2,2.0,5,3371,21,23,H,2,1,8,3,155
1020GL016,20,10,14,3,5,AM,1,19,52,4,1.0,4,21111,146,105,H,2,2,4,4,155
0720RM013,20,7,17,8,52,AM,7,16,51,2,1.0,36,100,0,3,M,1,3,3,3,19
MT0120101,20,1,1,8,30,PM,1,16,30,3,1.0,24,7544,41,71,M,1,4,6,6,21
0720PN026,20,7,21,9,15,AM,1,16,64,2,1.0,10,7575,66,0,T,2,1,10,10,27
188049,20,1,24,6,22,AM,1,17,37,1,4.0,7,6692,38,1,H,2,1,10,10,31
IMR420720O,20,5,13,11,30,AM,1,17,55,2,2.0,0,0,0,0,E,2,1,3,3,167
CH0120114,20,1,26,6,23,PM,1,17,30,3,6.0,6,0,0,0,M,2,1,3,3,89
2637,20,10,26,7,20,AM,1,17,36,1,1.0,0,0,0,0,H,1,3,3,3,31
165591,20,10,13,8,30,PM,1,17,56,4,1.0,2,0,0,0,H,2,1,5,3,31
191039,20,6,24,8,29,PM,12,18,80,4,1.0,4,0,1,0,M,2,1,3,3,97
191039,20,6,24,8,29,PM,12,18,80,4,1.0,0,0,13,0,M,2,1,3,3,97
137025,20,2,2,4,15,PM,13,18,48,3,1.0,5,6250,15,72,M,1,1,8,8,23
137483,20,3,14,9,30,AM,12,18,39,2,2.0,0,0,1,0,H,2,2,3,3,39
KS0220203,20,2,21,9,22,AM,7,20,24,2,1.0,28,5107,44,0,M,1,4,3,3,79
KS0520108,20,5,27,11,45,AM,1,20,70,2,1.0,5,0,0,0,T,2,1,5,3,177
0820HL009,20,8,6,5,16,PM,1,20,79,2,2.0,7,9884,61,46,E,1,4,3,3,173
0820HL015,20,8,14,11,30,PM,1,20,79,4,2.0,5,5082,56,0,T,4,1,6,6,99
137004,20,1,30,2,35,PM,13,21,41,2,1.0,11,0,9,0,H,2,2,4,4,209
0920GC025,20,9,16,1,30,AM,1,22,78,4,2.0,6,250,0,2,T,2,1,5,5,121
0220GC027,20,2,23,11,45,PM,1,22,56,4,2.0,6,6268,20,106,H,2,1,6,6,5
165083,20,8,10,2,59,PM,7,22,90,2,1.0,74,0,0,0,M,1,4,3,3,105
YR202043,20,3,19,8,8,PM,7,25,38,4,3.0,53,0,0,0,M,1,4,4,4,9
189998,20,5,2,2,38,AM,6,24,48,4,2.0,4,0,1,0,E,2,1,3,3,1
189998,20,5,2,2,38,AM,6,24,48,4,2.0,7,0,23,21,E,2,1,3,3,1
TC1020105,20,10,15,3,49,PM,1,27,35,2,6.0,1,5124,1,179,H,4,1,10,10,137
01222020A,20,1,22,9,0,AM,1,27,34,2,2.0,6,1200,0,40,M,3,1,2,2,129
0920GL028,20,9,24,2,56,PM,1,27,75,2,1.0,8,1725,9,17,T,2,1,4,3,139
TC1220105,20,12,27,11,40,AM,12,27,20,2,2.0,1,3595,0,116,H,4,1,3,2,27
165800,20,11,11,7,20,AM,9,29,36,1,2.0,60,0,0,0,M,1,3,8,8,189
139776,20,11,18,4,40,PM,1,29,52,3,1.0,4,0,0,0,T,2,1,3,3,183
163105,20,2,13,8,13,PM,9,37,54,4,2.0,79,0,0,0,M,1,5,3,3,57
HL0320114,20,3,21,5,8,PM,1,31,33,3,1.0,9,817,5,4,H,2,1,3,2,109
0620GP028,20,6,28,6,34,PM,12,31,93,3,1.0,17,142,1,0,S,2,2,2,3,111
0920GP027,20,9,17,8,15,PM,13,31,72,4,1.0,0,39,0,1,M,2,1,3,3,111
1220HL012,20,12,16,6,31,PM,11,31,27,3,1.0,50,11641,42,184,E,1,4,7,7,25
1020GP045,20,10,31,10,20,AM,9,31,49,2,1.0,7,238,0,9,M,2,2,2,3,111
164541,20,6,4,10,37,PM,1,31,80,4,1.0,30,0,0,0,E,1,5,4,4,55
0220GP002,20,2,2,12,6,PM,1,31,67,2,2.0,11,121,1,0,S,2,1,3,3,111
202002095,20,1,26,4,48,PM,12,34,41,2,2.0,8,0,0,0,H,2,1,3,3,27
20200418,20,4,18,9,0,PM,7,34,40,4,2.0,27,0,0,0,M,1,4,6,3,21
0320NC035,20,3,14,6,0,PM,1,32,48,3,3.0,8,5484,54,104,H,2,1,8,8,7
1220NC021,20,12,21,7,4,PM,1,32,48,3,1.0,13,30487,213,9,E,1,3,5,5,13
0120RM011,20,1,6,2,30,PM,1,32,56,2,1.0,8,530,0,14,H,4,1,10,10,3
162831,20,1,22,12,26,AM,13,34,20,4,1.0,90,0,0,0,T,1,7,3,3,21
162667,20,1,2,9,14,PM,13,34,42,4,1.0,0,0,0,0,E,2,1,3,3,23
163227,20,1,16,8,38,AM,13,34,40,2,1.0,0,0,0,0,E,1,5,3,3,21
137063,20,2,6,6,0,AM,1,34,36,1,1.0,25,5577,34,0,E,1,4,6,6,35
137379,20,3,4,12,10,AM,1,34,51,4,1.0,5,0,10,14,H,2,1,1,3,7
137425,20,3,7,3,32,AM,1,34,38,4,1.0,3,0,33,0,T,2,1,5,5,13
137514,20,3,17,3,20,PM,1,34,54,2,1.0,3,0,8,0,S,2,1,7,7,13
202005176,20,4,28,7,45,PM,1,34,63,3,1.0,7,0,0,0,M,2,1,5,5,35
202011394,20,11,6,4,7,AM,1,34,50,4,1.0,5,0,0,0,H,2,1,7,7,35
202011407,20,11,25,1,1,AM,1,34,47,4,2.0,5,0,0,0,T,2,1,7,7,17
202011408,20,11,20,5,48,PM,1,34,47,2,2.0,25,0,0,0,T,1,2,7,7,27
202011410,20,11,24,12,20,AM,1,34,40,4,1.0,57,0,0,0,T,1,3,1,1,23
189465,20,4,3,6,20,AM,1,34,50,1,2.0,8,7594,34,8,T,2,1,8,8,13
137672,20,4,5,5,15,PM,12,34,63,3,1.0,5,5422,42,0,H,4,1,10,10,15
137673,20,4,3,6,0,AM,1,34,48,1,2.0,0,0,0,0,T,2,1,3,3,13
202004155,20,4,1,11,33,PM,12,34,45,4,2.0,0,0,0,0,H,2,1,3,3,17
20062402,20,6,24,8,35,AM,1,34,73,2,1.0,0,0,0,1,H,1,3,1,3,37
202007231,20,7,7,5,25,AM,13,34,75,1,1.0,25,0,0,0,E,1,2,3,3,17
202007235,20,7,10,3,20,PM,9,34,85,2,3.0,40,0,0,0,M,1,3,6,10,27
202007237,20,7,3,7,25,AM,13,34,80,2,1.0,19,0,0,0,H,1,2,1,1,17
202007254,20,7,21,11,30,PM,1,34,85,4,1.0,4,0,0,0,T,2,1,5,5,17
SEPA121720,20,12,17,1,40,AM,13,34,26,4,6.0,0,0,0,0,E,2,1,3,3,21
138524,20,7,13,10,36,PM,1,34,79,4,1.0,3,0,17,3,E,2,1,6,3,7
138545,20,7,15,6,0,PM,1,34,80,3,1.0,5,0,21,0,H,2,1,3,3,17
191296,20,7,11,1,4,PM,4,34,85,2,2.0,2,0,1,0,H,2,1,3,3,17
